mgra_13,cocpa_13,jurisdiction_2015,jurisdiction_2016,cicpa_13
19611,1909,19,19,NULL
19688,NULL,7,7,NULL
20770,1951,19,19,NULL
8350,NULL,2,2,NULL
20252,1914,19,19,NULL
919,NULL,14,14,1457
1998,NULL,14,14,1469
9824,NULL,9,9,NULL
15907,1955,19,19,NULL
22559,NULL,14,14,1430
1357,NULL,14,14,1444
6515,NULL,14,14,1420
7394,NULL,3,3,NULL
9183,1921,19,19,NULL
14341,NULL,1,1,NULL
15220,1953,19,19,NULL
22167,1901,19,19,NULL
965,NULL,14,14,1457
5874,NULL,14,14,1419
6953,1911,19,19,NULL
8035,NULL,2,2,NULL
9870,NULL,9,9,NULL
10703,NULL,5,5,NULL
10952,NULL,16,16,NULL
15612,1953,19,19,NULL
19937,NULL,7,7,NULL
22605,NULL,14,14,1430
22854,NULL,11,11,NULL
1606,NULL,14,14,1444
6266,NULL,14,14,1450
6561,NULL,14,14,1420
7348,NULL,8,8,NULL
11344,NULL,13,13,NULL
16299,1920,19,19,NULL
19250,NULL,15,15,NULL
2831,NULL,14,14,1404
3080,NULL,14,14,1424
4995,NULL,14,14,1415
2439,NULL,14,14,1402
5433,NULL,14,14,1406
13259,NULL,17,17,NULL
14138,NULL,1,1,NULL
2877,NULL,14,14,1442
3959,NULL,14,14,1427
5041,NULL,14,14,1415
14779,NULL,12,12,NULL
15861,1953,19,19,NULL
12223,NULL,14,14,1409
13305,NULL,14,14,1455
14387,NULL,12,12,NULL
7079,NULL,14,14,1433
9996,1919,19,19,NULL
15735,1953,19,19,NULL
18652,1909,19,19,NULL
19814,NULL,7,7,NULL
22731,NULL,3,3,NULL
2359,NULL,14,14,1408
3521,NULL,14,14,1430
4351,NULL,14,14,1410
7222,NULL,14,14,1425
12177,NULL,13,13,NULL
13056,1915,19,19,NULL
21380,1904,19,19,NULL
132,NULL,14,14,1442
793,NULL,14,14,1456
2124,NULL,14,14,1469
3710,NULL,14,14,1418
8788,1921,19,19,NULL
10780,NULL,5,5,NULL
12034,NULL,14,14,1429
12867,NULL,6,6,NULL
14859,NULL,12,12,NULL
17776,NULL,12,12,NULL
20690,1902,19,19,NULL
21523,1904,19,19,NULL
1483,NULL,14,14,1468
5184,NULL,14,14,1441
6389,NULL,14,14,1447
6438,NULL,14,14,1447
8430,NULL,2,2,NULL
10139,1919,19,19,NULL
13385,NULL,6,6,NULL
13508,NULL,6,6,NULL
15094,NULL,12,12,NULL
17086,NULL,12,12,NULL
22041,1908,19,19,NULL
22164,1901,19,19,NULL
5748,NULL,14,14,1406
6750,NULL,14,14,1420
7912,NULL,2,2,NULL
8665,NULL,2,2,NULL
10829,NULL,16,16,NULL
16568,1912,19,19,NULL
19485,NULL,7,7,NULL
21898,1902,19,19,NULL
650,NULL,14,14,1458
9306,NULL,14,14,1444
10468,NULL,5,5,NULL
11470,NULL,14,14,1431
20126,1914,19,19,NULL
4666,NULL,14,14,1441
4915,NULL,14,14,1415
7832,NULL,11,11,NULL
8994,1921,19,19,NULL
11911,1915,19,19,NULL
17650,NULL,1,1,NULL
17899,1909,19,19,NULL
20567,1914,19,19,NULL
20816,1951,19,19,NULL
4523,NULL,14,14,1421
8224,NULL,2,2,NULL
9386,NULL,10,10,NULL
12552,NULL,13,13,NULL
13179,NULL,17,17,NULL
17507,NULL,18,18,NULL
21208,1922,19,19,NULL
2957,NULL,14,14,1442
3206,NULL,14,14,1430
4039,NULL,14,14,1410
11613,NULL,14,14,1434
12695,1915,19,19,NULL
15941,1955,19,19,NULL
2565,NULL,14,14,1404
5307,NULL,14,14,1406
5356,NULL,14,14,1406
11221,1907,19,19,NULL
12303,NULL,14,14,1434
14012,NULL,6,6,NULL
17258,NULL,18,18,NULL
18340,NULL,15,15,NULL
20959,1951,19,19,NULL
3833,NULL,14,14,1427
5997,NULL,14,14,1406
8161,NULL,2,2,NULL
14653,NULL,12,12,NULL
16817,NULL,18,18,NULL
18981,NULL,7,7,NULL
1277,NULL,14,14,1468
3441,NULL,14,14,1423
5605,NULL,14,14,1450
14261,NULL,1,1,NULL
16425,1920,19,19,NULL
5668,NULL,14,14,1450
7660,NULL,11,11,NULL
15486,1953,19,19,NULL
22980,NULL,1,1,NULL
10577,1907,19,19,NULL
1732,NULL,14,14,1444
8679,NULL,2,2,NULL
9558,NULL,9,9,NULL
11550,1914,19,19,NULL
16505,1920,19,19,NULL
19044,NULL,7,7,NULL
3129,NULL,14,14,1414
8539,NULL,2,2,NULL
9698,NULL,9,9,NULL
20441,1914,19,19,NULL
7520,NULL,3,3,NULL
19422,1909,19,19,NULL
2250,NULL,14,14,1428
3584,NULL,14,14,1423
10076,NULL,5,5,NULL
11078,1907,19,19,NULL
13070,NULL,4,4,NULL
17570,NULL,18,18,NULL
19562,1909,19,19,NULL
20896,1951,19,19,NULL
4148,NULL,14,14,1410
6140,NULL,14,14,1435
7142,NULL,14,14,1425
13634,NULL,6,6,NULL
14968,NULL,12,12,NULL
21460,1904,19,19,NULL
212,NULL,14,14,1442
5622,NULL,14,14,1450
11032,NULL,16,16,NULL
12114,NULL,13,13,NULL
15532,1952,19,19,NULL
17524,1909,19,19,NULL
20942,1922,19,19,NULL
22934,NULL,1,1,NULL
1686,1918,19,19,NULL
5104,NULL,14,14,1415
6186,NULL,14,14,1419
11596,NULL,13,13,NULL
17006,1952,19,19,NULL
22416,1906,19,19,NULL
1168,NULL,14,14,1457
1749,NULL,14,14,1444
6077,NULL,14,14,1412
14152,NULL,1,1,NULL
18480,NULL,1,1,NULL
2187,NULL,14,14,1408
3066,NULL,14,14,1424
5685,NULL,14,14,1450
10013,1919,19,19,NULL
15171,NULL,12,12,NULL
16050,1912,19,19,NULL
20378,1914,19,19,NULL
22997,NULL,1,1,NULL
2047,NULL,14,14,1469
9621,NULL,9,9,NULL
13949,NULL,6,6,NULL
15031,NULL,12,12,NULL
19359,NULL,7,7,NULL
667,NULL,14,14,1456
7159,NULL,14,14,1425
275,NULL,14,14,1442
3269,NULL,14,14,1430
4603,NULL,14,14,1429
7597,NULL,11,11,NULL
9761,NULL,9,9,NULL
11095,1907,19,19,NULL
14089,NULL,1,1,NULL
15423,1953,19,19,NULL
17587,NULL,18,18,NULL
21915,1908,19,19,NULL
713,NULL,14,14,1458
1795,NULL,14,14,1444
6123,NULL,14,14,1419
7205,NULL,14,14,1425
11533,NULL,13,13,NULL
12615,NULL,14,14,1431
13697,NULL,6,6,NULL
16943,NULL,18,18,NULL
18025,NULL,1,1,NULL
19107,1909,19,19,NULL
10059,1919,19,19,NULL
11141,1907,19,19,NULL
15469,1953,19,19,NULL
16551,1912,19,19,NULL
17633,NULL,1,1,NULL
20879,1951,19,19,NULL
21961,1908,19,19,NULL
3332,NULL,14,14,1430
6249,NULL,14,14,1435
11988,NULL,14,14,1431
14905,NULL,12,12,NULL
5230,NULL,14,14,1429
13886,NULL,6,6,NULL
18841,NULL,7,7,NULL
22542,NULL,14,14,1430
86,NULL,14,14,1442
6578,NULL,14,14,1420
8742,NULL,2,2,NULL
15234,NULL,12,12,NULL
17398,NULL,18,18,NULL
21068,1902,19,19,NULL
1984,NULL,14,14,1469
8476,NULL,2,2,NULL
10640,NULL,5,5,NULL
17132,1952,19,19,NULL
19296,NULL,7,7,NULL
1294,NULL,10,10,NULL
6704,NULL,14,14,1420
7786,NULL,11,11,NULL
9950,1919,19,19,NULL
13196,NULL,17,17,NULL
13368,1915,19,19,NULL
21852,1908,19,19,NULL
22024,1908,19,19,NULL
4540,NULL,14,14,1421
14450,NULL,12,12,NULL
15360,1952,19,19,NULL
16442,1920,19,19,NULL
16614,1912,19,19,NULL
18606,NULL,15,15,NULL
19860,1909,19,19,NULL
604,NULL,14,14,1458
776,NULL,14,14,1456
1858,NULL,14,14,1469
2768,NULL,14,14,1404
3850,NULL,14,14,1427
4022,NULL,14,14,1410
19170,NULL,7,7,NULL
21334,1902,19,19,NULL
7268,NULL,8,8,NULL
9432,NULL,9,9,NULL
10514,NULL,5,5,NULL
12678,1915,19,19,NULL
15924,1955,19,19,NULL
18088,NULL,1,1,NULL
4085,NULL,14,14,1410
8413,NULL,2,2,NULL
12741,1915,19,19,NULL
17069,NULL,12,12,NULL
21397,1904,19,19,NULL
16677,1920,19,19,NULL
21005,1951,19,19,NULL
839,NULL,14,14,1456
3003,NULL,14,14,1483
5167,NULL,14,14,1415
7331,NULL,8,8,NULL
9495,NULL,9,9,NULL
11659,NULL,14,14,1434
13823,NULL,6,6,NULL
15987,1912,19,19,NULL
18151,NULL,1,1,NULL
20315,1909,19,19,NULL
22479,1918,19,19,NULL
17759,NULL,1,1,NULL
19923,NULL,7,7,NULL
22087,1908,19,19,NULL
149,NULL,14,14,1442
1231,NULL,14,14,1438
2313,NULL,14,14,1408
3395,NULL,14,14,1430
4477,NULL,14,14,1421
5559,NULL,14,14,1406
19625,NULL,7,7,NULL
20707,1902,19,19,NULL
21789,1904,19,19,NULL
22871,NULL,11,11,NULL
13133,NULL,17,17,NULL
14215,NULL,1,1,NULL
15297,NULL,12,12,NULL
16379,1920,19,19,NULL
17461,NULL,18,18,NULL
18543,NULL,15,15,NULL
6641,NULL,14,14,1420
7723,NULL,11,11,NULL
8805,1921,19,19,NULL
9887,NULL,9,9,NULL
10969,NULL,16,16,NULL
12051,NULL,14,14,1429
1589,NULL,14,14,1444
7162,NULL,14,14,1425
10079,NULL,5,5,NULL
15652,1953,19,19,NULL
18569,NULL,15,15,NULL
23,NULL,14,14,1442
2894,NULL,14,14,1442
8513,NULL,2,2,NULL
11384,NULL,13,13,NULL
17003,1909,19,19,NULL
17218,NULL,18,18,NULL
22837,NULL,11,11,NULL
1374,NULL,14,14,1444
1543,NULL,14,14,1444
4460,NULL,14,14,1421
12781,1915,19,19,NULL
15698,1953,19,19,NULL
18523,NULL,15,15,NULL
21440,1904,19,19,NULL
69,NULL,14,14,1442
192,NULL,14,14,1442
5811,NULL,14,14,1412
11430,NULL,14,14,1431
17049,NULL,12,12,NULL
17172,NULL,18,18,NULL
22791,NULL,11,11,NULL
1420,1921,19,19,NULL
4414,NULL,14,14,1421
6993,NULL,14,14,1426
12827,1915,19,19,NULL
12904,NULL,1,1,NULL
15821,1953,19,19,NULL
2771,NULL,14,14,1404
5642,NULL,14,14,1450
5765,NULL,14,14,1412
11599,1914,19,19,NULL
14132,NULL,1,1,NULL
14470,NULL,12,12,NULL
22960,NULL,1,1,NULL
1712,NULL,14,14,1444
4291,NULL,14,14,1410
12950,1915,19,19,NULL
15529,1952,19,19,NULL
15775,1953,19,19,NULL
4122,NULL,14,14,1427
2817,NULL,14,14,1404
2940,NULL,14,14,1442
3063,NULL,14,14,1424
14178,NULL,1,1,NULL
14301,NULL,1,1,NULL
14424,NULL,12,12,NULL
1251,NULL,14,14,1438
4168,NULL,14,14,1410
10156,1903,19,19,NULL
12658,NULL,6,6,NULL
18231,NULL,15,15,NULL
21563,1904,19,19,NULL
361,NULL,14,14,1428
3232,NULL,14,14,1430
8390,NULL,2,2,NULL
11722,1915,19,19,NULL
17341,NULL,18,18,NULL
22499,1906,19,19,NULL
1297,NULL,14,14,1468
6870,NULL,14,14,1425
10202,1901,19,19,NULL
12612,NULL,14,14,1403
18277,NULL,15,15,NULL
21609,1904,19,19,NULL
315,NULL,14,14,1428
5688,NULL,14,14,1450
5934,NULL,14,14,1406
11676,NULL,14,14,1464
17295,NULL,18,18,NULL
22545,NULL,14,14,1430
4752,NULL,14,14,1441
6916,NULL,14,14,1433
9910,1919,19,19,NULL
18815,NULL,7,7,NULL
20979,1951,19,19,NULL
21317,1922,19,19,NULL
5980,NULL,14,14,1406
8974,1919,19,19,NULL
11138,1907,19,19,NULL
19751,NULL,7,7,NULL
20089,NULL,13,13,NULL
7208,NULL,14,14,1425
7454,NULL,3,3,NULL
9618,NULL,9,9,NULL
18861,NULL,7,7,NULL
21025,1951,19,19,NULL
21271,1922,19,19,NULL
8436,NULL,2,2,NULL
8682,NULL,2,2,NULL
8928,1919,19,19,NULL
19797,1909,19,19,NULL
20043,NULL,7,7,NULL
2004,NULL,14,14,1469
7577,NULL,11,11,NULL
10494,NULL,5,5,NULL
15237,NULL,12,12,NULL
18154,NULL,1,1,NULL
3355,NULL,14,14,1430
6226,NULL,14,14,1435
11015,NULL,16,16,NULL
14716,NULL,12,12,NULL
22376,1901,19,19,NULL
1128,NULL,14,14,1438
9449,NULL,9,9,NULL
12366,NULL,13,13,NULL
16113,1912,19,19,NULL
21686,1904,19,19,NULL
21855,1908,19,19,NULL
438,NULL,14,14,1428
2479,NULL,14,14,1402
8098,NULL,2,2,NULL
9143,1921,19,19,NULL
13840,NULL,6,6,NULL
19459,1909,19,19,NULL
20381,1914,19,19,NULL
20504,1914,19,19,NULL
4829,NULL,14,14,1415
13242,NULL,17,17,NULL
15406,1953,19,19,NULL
17985,NULL,1,1,NULL
607,NULL,14,14,1458
3478,NULL,14,14,1430
11968,NULL,14,14,1429
13763,NULL,6,6,NULL
3876,NULL,14,14,1427
4045,NULL,14,14,1410
4537,NULL,14,14,1421
13365,1915,19,19,NULL
15114,NULL,12,12,NULL
3186,NULL,14,14,1430
5227,NULL,14,14,1429
5350,NULL,14,14,1406
14547,NULL,12,12,NULL
16588,1920,19,19,NULL
16711,1909,19,19,NULL
836,NULL,14,14,1456
9741,NULL,9,9,NULL
13073,NULL,4,4,NULL
15990,1912,19,19,NULL
21978,1908,19,19,NULL
730,NULL,14,14,1456
5058,NULL,14,14,1415
5519,NULL,14,14,1406
8851,1919,19,19,NULL
16880,1909,19,19,NULL
20212,1914,19,19,NULL
7285,NULL,8,8,NULL
10617,NULL,5,5,NULL
13534,NULL,6,6,NULL
14945,NULL,12,12,NULL
17862,1909,19,19,NULL
2602,NULL,14,14,1404
3647,NULL,14,14,1418
7975,NULL,2,2,NULL
11307,1907,19,19,NULL
15008,NULL,12,12,NULL
19336,NULL,7,7,NULL
22668,NULL,14,14,1461
10325,NULL,5,5,NULL
12489,NULL,14,14,1431
19230,1909,19,19,NULL
21394,1904,19,19,NULL
146,NULL,14,14,1442
2310,NULL,14,14,1408
6103,NULL,14,14,1419
8267,NULL,2,2,NULL
17464,NULL,18,18,NULL
19628,NULL,7,7,NULL
7869,1999,19,19,NULL
10033,NULL,5,5,NULL
12197,NULL,14,14,1405
18446,NULL,15,15,NULL
18938,NULL,7,7,NULL
20610,1914,19,19,NULL
21102,1922,19,19,NULL
8559,NULL,2,2,NULL
10723,NULL,5,5,NULL
17756,NULL,1,1,NULL
19920,NULL,7,7,NULL
22084,1908,19,19,NULL
6395,NULL,14,14,1420
7992,NULL,2,2,NULL
10909,NULL,16,16,NULL
19399,NULL,7,7,NULL
20395,1914,19,19,NULL
22316,1901,19,19,NULL
1068,NULL,14,14,1438
2064,NULL,14,14,1469
6687,NULL,14,14,1420
15177,NULL,12,12,NULL
16173,1920,19,19,NULL
18048,NULL,1,1,NULL
5121,NULL,14,14,1415
8038,NULL,2,2,NULL
8207,NULL,2,2,NULL
9034,NULL,10,10,NULL
9203,1921,19,19,NULL
22101,1908,19,19,NULL
3770,NULL,14,14,1427
4766,NULL,14,14,1415
9512,NULL,9,9,NULL
15131,NULL,12,12,NULL
19090,NULL,15,15,NULL
10740,1907,19,19,NULL
13657,NULL,6,6,NULL
19568,NULL,7,7,NULL
22147,1902,19,19,NULL
3601,NULL,14,14,1423
4812,NULL,14,14,1415
9435,NULL,9,9,NULL
12429,NULL,13,13,NULL
18921,NULL,7,7,NULL
20796,1951,19,19,NULL
2373,NULL,14,14,1469
6286,NULL,14,14,1447
6455,NULL,14,14,1420
10786,1907,19,19,NULL
22270,1901,19,19,NULL
899,NULL,14,14,1457
1022,NULL,14,14,1456
4981,NULL,14,14,1415
7514,NULL,3,3,NULL
12260,NULL,14,14,1409
12383,NULL,13,13,NULL
16342,1920,19,19,NULL
421,NULL,14,14,1428
3753,NULL,14,14,1427
13903,NULL,6,6,NULL
16405,1920,19,19,NULL
20733,1902,19,19,NULL
7560,NULL,11,11,NULL
21669,1904,19,19,NULL
375,NULL,14,14,1428
2296,NULL,14,14,1428
2542,NULL,14,14,1404
3707,NULL,14,14,1418
6624,NULL,14,14,1420
14530,NULL,12,12,NULL
2233,NULL,14,14,1428
9266,NULL,10,10,NULL
10262,1903,19,19,NULL
13594,NULL,6,6,NULL
16004,1912,19,19,NULL
20627,1914,19,19,NULL
21623,1904,19,19,NULL
4643,NULL,14,14,1440
1005,NULL,14,14,1456
3169,NULL,14,14,1430
16651,1920,19,19,NULL
16989,1909,19,19,NULL
19153,1909,7,7,NULL
3816,NULL,14,14,1427
8144,NULL,2,2,NULL
10308,NULL,5,5,NULL
17925,1909,19,19,NULL
22253,1901,19,19,NULL
3123,NULL,14,14,1430
9372,NULL,10,10,NULL
11782,1915,19,19,NULL
959,NULL,14,14,1457
5290,NULL,14,14,1406
1649,1918,19,19,NULL
1895,NULL,14,14,1468
6518,NULL,14,14,1420
6764,NULL,14,14,1420
10846,NULL,16,16,NULL
13010,1915,19,19,NULL
17879,1909,19,19,NULL
22207,1901,19,19,NULL
11324,1907,19,19,NULL
12320,NULL,13,13,NULL
16067,1912,19,19,NULL
18984,NULL,7,7,NULL
19980,NULL,7,7,NULL
5396,NULL,14,14,1406
11845,NULL,14,14,1431
12841,NULL,6,6,NULL
15546,1952,19,19,NULL
19505,NULL,7,7,NULL
4185,NULL,14,14,1441
4706,NULL,14,14,1441
4875,NULL,14,14,1415
5871,NULL,14,14,1419
12535,NULL,13,13,NULL
4397,NULL,14,14,1440
7102,1911,19,19,NULL
14762,NULL,12,12,NULL
15758,1953,19,19,NULL
18463,NULL,15,15,NULL
8576,NULL,2,2,NULL
11155,1907,19,19,NULL
13319,NULL,17,17,NULL
15068,NULL,12,12,NULL
17232,NULL,18,18,NULL
21732,1904,19,19,NULL
484,NULL,14,14,1428
1437,NULL,14,14,1444
2648,NULL,14,14,1404
7929,NULL,2,2,NULL
14593,NULL,12,12,NULL
16757,1952,19,19,NULL
1958,NULL,14,14,1469
2127,NULL,14,14,1469
8450,NULL,2,2,NULL
8619,NULL,2,2,NULL
17447,NULL,18,18,NULL
22685,NULL,14,14,1421
7145,NULL,14,14,1425
9850,NULL,9,9,NULL
12014,NULL,14,14,1429
18506,NULL,15,15,NULL
21211,1922,19,19,NULL
6,NULL,14,14,1442
13488,NULL,6,6,NULL
16820,NULL,18,18,NULL
17816,1909,19,19,NULL
21148,1922,19,19,NULL
4228,NULL,14,14,1410
6349,NULL,14,14,1434
9681,NULL,9,9,NULL
10677,1903,19,19,NULL
14009,NULL,6,6,NULL
17710,NULL,1,1,NULL
18337,NULL,15,15,NULL
21042,1951,19,19,NULL
2711,NULL,14,14,1404
3538,NULL,14,14,1430
7039,NULL,14,14,1426
10371,NULL,5,5,NULL
11367,NULL,13,13,NULL
14699,NULL,12,12,NULL
12598,NULL,14,14,1403
16926,1952,19,19,NULL
21254,1922,19,19,NULL
590,NULL,14,14,1458
2754,NULL,14,14,1401
14072,NULL,1,1,NULL
16236,1912,19,19,NULL
18400,NULL,15,15,NULL
20564,1914,19,19,NULL
22728,NULL,3,3,NULL
1480,NULL,14,14,1468
6933,1911,19,19,NULL
9097,1921,19,19,NULL
11261,1907,19,19,NULL
13425,NULL,6,6,NULL
15589,1953,19,19,NULL
18294,NULL,15,15,NULL
20458,1914,19,19,NULL
22622,NULL,14,14,1430
3295,NULL,14,14,1430
5459,NULL,14,14,1406
7623,NULL,11,11,NULL
9787,NULL,9,9,NULL
11951,NULL,14,14,1429
14115,NULL,1,1,NULL
21838,1908,19,19,NULL
2585,NULL,14,14,1404
3249,NULL,14,14,1430
6166,NULL,14,14,1419
8158,NULL,2,2,NULL
11075,1907,19,19,NULL
13992,NULL,6,6,NULL
19565,NULL,7,7,NULL
22482,1919,19,19,NULL
1234,NULL,14,14,1457
7517,NULL,3,3,NULL
16007,1912,19,19,NULL
18878,NULL,7,7,NULL
6120,NULL,14,14,1435
16863,NULL,18,18,NULL
22436,1906,19,19,NULL
17527,1909,19,19,NULL
1188,NULL,14,14,1457
1729,NULL,14,14,1444
13090,NULL,4,4,NULL
18045,NULL,1,1,NULL
8991,1921,19,19,NULL
17404,NULL,18,18,NULL
20398,1914,19,19,NULL
22977,NULL,1,1,NULL
6976,NULL,14,14,1426
7640,NULL,11,11,NULL
9601,NULL,9,9,NULL
18091,NULL,1,1,NULL
20962,1951,19,19,NULL
209,NULL,14,14,1442
8204,NULL,2,2,NULL
9037,1921,19,19,NULL
19442,NULL,7,7,NULL
20106,1914,19,19,NULL
7686,NULL,11,11,NULL
9555,NULL,9,9,NULL
9678,NULL,9,9,NULL
10219,NULL,5,5,NULL
18383,NULL,15,15,NULL
18924,NULL,7,7,NULL
19047,NULL,7,7,NULL
20916,1922,19,19,NULL
21457,1904,19,19,NULL
670,NULL,14,14,1456
5579,NULL,14,14,1406
5828,NULL,14,14,1412
8081,NULL,2,2,NULL
8496,NULL,2,2,NULL
12077,NULL,14,14,1405
13654,NULL,6,6,NULL
16986,1909,19,19,NULL
10511,NULL,5,5,NULL
13013,1915,19,19,NULL
19001,NULL,7,7,NULL
21872,1908,19,19,NULL
2293,NULL,14,14,1428
5625,NULL,14,14,1450
12031,NULL,14,14,1429
16940,NULL,18,18,NULL
10016,1919,19,19,NULL
10557,NULL,5,5,NULL
21918,1908,19,19,NULL
14487,NULL,12,12,NULL
17481,1909,18,18,NULL
2144,NULL,14,14,1469
3767,NULL,14,14,1427
4105,NULL,14,14,1427
4308,NULL,14,14,1441
4646,NULL,14,14,1441
12472,NULL,13,13,NULL
15466,1953,19,19,NULL
3126,NULL,14,14,1414
5287,NULL,14,14,1406
11536,NULL,13,13,NULL
13700,NULL,6,6,NULL
13946,NULL,6,6,NULL
14533,NULL,12,12,NULL
2190,NULL,14,14,1408
3813,NULL,14,14,1427
4059,NULL,14,14,1410
4354,NULL,14,14,1410
4600,NULL,14,14,1429
13551,NULL,6,6,NULL
15174,NULL,12,12,NULL
15715,1953,19,19,NULL
3000,NULL,14,14,1483
5917,NULL,14,14,1406
10660,NULL,5,5,NULL
14241,NULL,1,1,NULL
16233,1912,19,19,NULL
19150,1909,7,7,NULL
22897,NULL,11,11,NULL
6581,NULL,14,14,1420
12675,1915,19,19,NULL
21165,1922,19,19,NULL
21331,1922,19,19,NULL
7789,NULL,11,11,NULL
20859,1951,19,19,NULL
17819,NULL,18,18,NULL
19983,1909,7,7,NULL
22562,NULL,14,14,1430
773,NULL,14,14,1456
1314,NULL,14,14,1468
7099,1911,19,19,NULL
9263,1921,19,19,NULL
9804,NULL,9,9,NULL
9970,NULL,5,5,NULL
12134,NULL,13,13,NULL
15927,1955,19,19,NULL
16468,1909,19,19,NULL
18460,NULL,15,15,NULL
18632,NULL,7,7,NULL
20624,1914,19,19,NULL
6040,NULL,14,14,1406
6458,NULL,14,14,1420
8622,NULL,2,2,NULL
11201,NULL,5,5,NULL
17278,NULL,18,18,NULL
17942,NULL,18,18,NULL
19857,1909,19,19,NULL
22021,1908,19,19,NULL
481,NULL,14,14,1428
7391,NULL,3,3,NULL
7932,NULL,2,2,NULL
8055,NULL,2,2,NULL
10096,NULL,5,5,NULL
11842,NULL,14,14,1431
16760,NULL,18,18,NULL
18752,1909,19,19,NULL
19293,NULL,7,7,NULL
20547,1914,19,19,NULL
1085,NULL,14,14,1458
1832,NULL,14,14,1469
5164,NULL,14,14,1415
5413,NULL,14,14,1406
8745,NULL,2,2,NULL
14069,NULL,6,6,NULL
17401,NULL,18,18,NULL
20318,1914,19,19,NULL
21729,1904,19,19,NULL
3398,NULL,14,14,1430
22333,1906,19,19,NULL
14902,NULL,12,12,NULL
17066,NULL,12,12,NULL
21151,1922,19,19,NULL
1775,NULL,14,14,1444
3939,NULL,14,14,1427
10431,NULL,5,5,NULL
10972,NULL,16,16,NULL
12595,NULL,14,14,1403
13136,NULL,17,17,NULL
14759,NULL,12,12,NULL
15300,1954,19,19,NULL
21792,1904,19,19,NULL
544,NULL,14,14,1459
2708,NULL,14,14,1404
3541,NULL,14,14,1430
4872,NULL,14,14,1415
5705,NULL,14,14,1406
12446,NULL,13,13,NULL
14361,NULL,1,1,NULL
14610,NULL,12,12,NULL
16525,1920,19,19,NULL
18689,NULL,7,7,NULL
22774,NULL,11,11,NULL
16774,NULL,18,18,NULL
2067,NULL,14,14,1469
3690,NULL,14,14,1418
4231,NULL,14,14,1410
11264,1907,19,19,NULL
12887,NULL,6,6,NULL
13428,NULL,6,6,NULL
15051,NULL,18,18,NULL
15592,1953,19,19,NULL
1526,NULL,14,14,1444
2419,NULL,14,14,1469
3415,NULL,14,14,1423
6332,NULL,14,14,1481
7328,NULL,8,8,NULL
11905,1915,19,19,NULL
13826,NULL,6,6,NULL
14822,NULL,12,12,NULL
15818,1953,19,19,NULL
18735,1909,19,19,NULL
8347,NULL,2,2,NULL
16837,NULL,18,18,NULL
19708,NULL,7,7,NULL
3461,NULL,14,14,1430
4457,NULL,14,14,1421
7374,NULL,3,3,NULL
9867,NULL,9,9,NULL
12784,1915,19,19,NULL
13780,NULL,6,6,NULL
14776,NULL,12,12,NULL
7852,NULL,11,11,NULL
8393,NULL,2,2,NULL
8848,1919,19,19,NULL
9389,NULL,10,10,NULL
10385,NULL,5,5,NULL
19754,1909,19,19,NULL
20750,1951,19,19,NULL
18234,NULL,15,15,NULL
2937,NULL,14,14,1442
4935,NULL,14,14,1415
5476,NULL,14,14,1406
7806,NULL,11,11,NULL
11427,NULL,14,14,1431
11765,NULL,14,14,1464
12306,NULL,14,14,1434
14298,NULL,1,1,NULL
16296,1920,19,19,NULL
22788,NULL,11,11,NULL
1540,NULL,14,14,1444
6873,NULL,14,14,1425
17693,NULL,1,1,NULL
16219,1912,19,19,NULL
21088,1914,19,19,NULL
4002,NULL,14,14,1410
4998,NULL,14,14,1415
8330,NULL,2,2,NULL
9326,NULL,10,10,NULL
9907,1919,19,19,NULL
11828,1915,19,19,NULL
12824,1915,19,19,NULL
16156,1920,19,19,NULL
21314,1922,19,19,NULL
66,NULL,14,14,1442
13843,NULL,6,6,NULL
14839,NULL,12,12,NULL
18171,NULL,18,18,NULL
19167,1909,19,19,NULL
3956,NULL,14,14,1427
8284,NULL,2,2,NULL
9953,NULL,5,5,NULL
15363,1953,19,19,NULL
16359,1920,19,19,NULL
19691,NULL,7,7,NULL
20687,1902,19,19,NULL
22608,NULL,14,14,1430
1360,NULL,14,14,1444
2983,NULL,14,14,1442
14344,NULL,1,1,NULL
14885,NULL,12,12,NULL
17676,NULL,18,18,NULL
18217,NULL,15,15,NULL
19213,NULL,15,15,NULL
15317,1953,19,19,NULL
21228,1922,19,19,NULL
21566,1904,19,19,NULL
318,NULL,14,14,1428
1603,NULL,14,14,1444
1941,NULL,14,14,1469
2482,NULL,14,14,1402
6269,NULL,14,14,1441
6810,NULL,14,14,1425
8433,NULL,2,2,NULL
13302,NULL,14,14,1455
17630,NULL,1,1,NULL
19794,1909,19,19,NULL
10205,1901,19,19,NULL
12369,NULL,13,13,NULL
16697,1920,19,19,NULL
2834,NULL,14,14,1404
3830,NULL,14,14,1427
5751,NULL,14,14,1412
6747,NULL,14,14,1420
7743,NULL,11,11,NULL
11490,NULL,14,14,1431
14407,NULL,12,12,NULL
15403,1953,19,19,NULL
18320,NULL,15,15,NULL
22067,1908,19,19,NULL
11679,NULL,14,14,1464
19339,NULL,7,7,NULL
20335,1914,19,19,NULL
129,NULL,14,14,1442
1125,NULL,14,14,1438
1792,NULL,14,14,1444
3046,NULL,14,14,1414
4042,NULL,14,14,1410
6535,NULL,14,14,1420
9452,NULL,9,9,NULL
10448,NULL,5,5,NULL
14195,NULL,1,1,NULL
17112,NULL,12,12,NULL
18108,NULL,1,1,NULL
